Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION MODERNO,CUENTAS CLAVES,CALA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,0,0,16,0
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,162,162,181,163,181,636,680
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,6,11,0,24,0
REGION MODERNO,CUENTAS CLAVES,BEMBOS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,138,138,0,187,92,187,390
REGION MODERNO,CUENTAS CLAVES,ASC.CULT.BRISAS DEL TITICACA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,65,65,0,0,46,79,309
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,6311,6311,8394,6853,6908,35231,25830
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,19459,19459,34974,17785,14711,111080,67674
REGION MODERNO,AUTOSERVICIOS,SP SA,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,13567,13568,12937,10889,15337,97112,66363
REGION MODERNO,AUTOSERVICIOS,METRO,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,15459,15459,38571,19356,19201,177738,74225
REGION MODERNO,AUTOSERVICIOS,MAYORSA S A,CASH Y CARRY,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,819,819,1255,1208,1382,4474,5434
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,23537,23537,19701,10842,20045,67692,87734
REGION MODERNO,AUTOSERVICIOS,CORP.VEGA SAC,CASH Y CARRY,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2845,2845,1834,2029,851,7369,8775
REGION LIMA,LIMA VERTICAL,K6V PACI MEGA DUEnAS Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,12054,12054,8182,9048,11955,25959,55807
REGION LIMA,LIMA VERTICAL,K6B PACI MEGA DUEnAS Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,6179,6179,4403,8499,4892,19395,25710
REGION LIMA,LIMA VERTICAL,K5V PACI MEGA HUACHIPA Vertica,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,15619,15619,7043,8095,10806,27232,35684
REGION LIMA,LIMA VERTICAL,K5B PACI MEGA HUACHIPA Vertica,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,76002,76002,52166,74953,52746,192869,198606
REGION LIMA,LIMA VERTICAL,IA ECOBESA Vertical 2,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,13903,14340,0,34690,9782
REGION LIMA,LIMA VERTICAL,IA ECOBESA Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,6545,3547,0,18646,0
REGION LIMA,LIMA VERTICAL,I9 ECOBESA Vertical 2,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1030,1745,0,2902,0
REGION LIMA,LIMA VERTICAL,I9 ECOBESA Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1542,2145,0,3191,0
REGION LIMA,LIMA VERTICAL,I6 ECOBESA CHINCHA Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,63,63,905,1366,0,3181,87
REGION LIMA,LIMA VERTICAL,I5 ECOBESA PISCO Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,185,212,2,379,2
REGION LIMA,LIMA VERTICAL,I3 ECOBESA ICA Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1331,1331,1067,1401,396,1927,3215
REGION LIMA,LIMA VERTICAL,I1 ECOBESA Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1022,198,0,368,0
REGION LIMA,LIMA VERTICAL,I1B ECOBESA Vertical 2,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1236,618,0,1818,0
REGION LIMA,LIMA VERTICAL,79 PADEMAR CAnETE Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,100,100,745,317,371,1454,1647
REGION LIMA,LIMA VERTICAL,78 MARTiNEZ VENTANILLA Vertica,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,8080,8080,2611,7477,5140,16036,26195
REGION LIMA,LIMA VERTICAL,33 PACI VES Vertical 2,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,5330,5330,4938,6954,5107,18081,21954
REGION LIMA,LIMA VERTICAL,33 PACI VES Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,9236,9236,10484,7074,4797,27245,20692
REGION LIMA,LIMA VERTICAL,28 IMPERIOS HUARAL Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1259,1259,1729,1736,976,5633,4565
REGION LIMA,LIMA VERTICAL,26 PADEMAR MALA Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,882,882,1219,195,387,2888,2520
REGION LIMA,LIMA VERTICAL,24 IMPERIOS HUACHO Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2442,2442,3072,2661,2172,9737,8425
REGION LIMA,LIMA VERTICAL,14 LAS DUNAS NAZCA Vertical,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,181,181,365,466,525,1219,1883
REGION LIMA,LIMA 2,I6 ECOBESA CHINCHA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,107,121,266,197,166,1111,753
REGION LIMA,LIMA 2,I6 ECOBESA CHINCHA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,827,820,1446,853,2839,3851,8123
REGION LIMA,LIMA 2,I6 ECOBESA CHINCHA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1467,1459,3174,1242,1533,5477,6037
REGION LIMA,LIMA 2,I5 ECOBESA PISCO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,57,61,407,81,84,486,457
REGION LIMA,LIMA 2,I5 ECOBESA PISCO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,523,521,734,502,1411,2917,7192
REGION LIMA,LIMA 2,I5 ECOBESA PISCO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,800,798,3514,974,1025,4904,4462
REGION LIMA,LIMA 2,I3 ECOBESA ICA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,291,291,549,470,396,2055,2144
REGION LIMA,LIMA 2,I3 ECOBESA ICA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1079,1079,1893,1656,2313,7117,8404
REGION LIMA,LIMA 2,I3 ECOBESA ICA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2848,2848,4003,3353,2879,14930,13076
REGION LIMA,LIMA 2,83 CONSUELO CANALES PUQUIO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3,3,19,14,3,57,17
REGION LIMA,LIMA 2,83 CONSUELO CANALES PUQUIO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,273,273,245,271,312,986,1048
REGION LIMA,LIMA 2,83 CONSUELO CANALES PUQUIO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,26,26,11,21,40,90,105
REGION LIMA,LIMA 2,79 PADEMAR CAnETE,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,269,269,476,344,285,2368,1722
REGION LIMA,LIMA 2,79 PADEMAR CAnETE,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2032,2032,4576,2548,3309,12850,14067
REGION LIMA,LIMA 2,79 PADEMAR CAnETE,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,434,434,671,563,608,3085,2224
REGION LIMA,LIMA 2,78 MARTiNEZ VENTANILLA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,207,207,331,285,267,1980,2070
REGION LIMA,LIMA 2,78 MARTiNEZ VENTANILLA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3366,3365,4811,4066,5402,18582,21807
REGION LIMA,LIMA 2,78 MARTiNEZ VENTANILLA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2060,2060,2472,2103,2155,9372,10085
REGION LIMA,LIMA 2,33 PACI VES,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,200,199,204,154,197,989,948
REGION LIMA,LIMA 2,33 PACI VES,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3580,3578,5888,4701,6107,21689,25631
REGION LIMA,LIMA 2,33 PACI VES,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3899,3899,3829,2850,4448,12656,18097
REGION LIMA,LIMA 2,33 PACI CHO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,719,706,894,735,855,4725,4724
REGION LIMA,LIMA 2,33 PACI CHO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,8833,8841,12611,10433,10247,47654,48396
REGION LIMA,LIMA 2,33 PACI CHO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,9975,9984,12094,11413,9806,48533,43702
REGION LIMA,LIMA 2,28 IMPERIOS HUARAL,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,153,126,177,151,166,774,641
REGION LIMA,LIMA 2,28 IMPERIOS HUARAL,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2992,3019,3403,2821,3031,11872,13623
REGION LIMA,LIMA 2,28 IMPERIOS HUARAL,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,978,978,1330,1020,1163,4677,4913
REGION LIMA,LIMA 2,26 PADEMAR MALA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,693,687,634,269,674,4409,5371
REGION LIMA,LIMA 2,26 PADEMAR MALA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1233,1235,1919,1305,1310,6956,6648
REGION LIMA,LIMA 2,26 PADEMAR MALA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,241,245,317,181,223,1448,1119
REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,203,203,344,249,256,1089,1150
REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3620,3620,5163,3764,4010,17197,20454
REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1313,1313,2283,1779,1767,8565,7715
REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,125,125,131,124,183,679,658
REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1361,1361,1610,1408,1519,6413,6507
REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,941,941,1565,1090,1098,5134,4357
REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,286,281,629,390,494,1892,2292
REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2523,2527,4487,3428,4058,15403,23258
REGION LIMA,LIMA 1,IA ECOBESA San Juan,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2860,2860,3231,2970,2589,13392,11866
REGION LIMA,LIMA 1,IA ECOBESA Chosica,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,581,579,776,732,827,4371,4580
REGION LIMA,LIMA 1,IA ECOBESA Chosica,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4485,4499,7027,5770,6241,25725,31267
REGION LIMA,LIMA 1,IA ECOBESA Chosica,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2552,2555,2656,2776,2073,11443,9514
REGION LIMA,LIMA 1,IA ECOBESA Ate,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,515,514,722,440,564,2334,2108
REGION LIMA,LIMA 1,IA ECOBESA Ate,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,6132,6118,9469,7757,10651,34484,43862
REGION LIMA,LIMA 1,IA ECOBESA Ate,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,5316,5316,6662,5657,4940,23384,21305
REGION LIMA,LIMA 1,I9 ECOBESA Los Olivos,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,256,261,260,192,243,953,1178
REGION LIMA,LIMA 1,I9 ECOBESA Los Olivos,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3148,3143,4895,4933,4664,21055,23065
REGION LIMA,LIMA 1,I9 ECOBESA Los Olivos,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3258,3258,3544,4674,3791,17572,16706
REGION LIMA,LIMA 1,I9 ECOBESA COMAS,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,496,501,827,709,503,5787,4499
REGION LIMA,LIMA 1,I9 ECOBESA COMAS,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1745,1737,2756,2577,2772,11598,12924
REGION LIMA,LIMA 1,I9 ECOBESA COMAS,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2428,2428,2969,2617,2696,12756,10539
REGION LIMA,LIMA 1,I1 ECOBESA Duenas,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,461,461,961,667,534,3030,2786
REGION LIMA,LIMA 1,I1 ECOBESA Duenas,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,6033,6035,9098,7493,7844,33147,36288
REGION LIMA,LIMA 1,I1 ECOBESA Duenas,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,8061,8061,10582,9947,7815,41435,35218
REGION LIMA,LIMA 1,I1 ECOBESA Callao,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,385,385,575,517,383,2755,1899
REGION LIMA,LIMA 1,I1 ECOBESA Callao,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4963,4954,7197,6362,5675,27811,27760
REGION LIMA,LIMA 1,I1 ECOBESA Callao,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4883,4890,7477,6018,5669,24390,24137
REGION LIMA,LIMA 1,33 PACI VES,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,2,0,44,0
REGION LIMA,LIMA 1,33 PACI VES,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,2,0,13,0
